1485,Dudley St @ Langdon St,42.323849,-71.073929
1574,Blue Hill Ave @ Moreland St,42.322776,-71.076673
1484,Dudley St @ E Cottage St,42.321419,-71.072135
401,Warren St @ Walnut Ave,42.323923,-71.082883
1580,Blue Hill Ave @ Irwin St,42.321122,-71.077605
1573,Blue Hill Ave @ W Cottage St,42.320324,-71.077688
396,Warren St @ Moreland St,42.325734,-71.083235
1578,Blue Hill Ave @ Winthrop St,42.323491,-71.076306
1581,Blue Hill Ave @ Clifford St,42.319151,-71.077823
256,W 7th St @ Dorchester St,42.333612,-71.049923
18,180 Dorchester St opp W 7th St,42.333589,-71.049528
159,W Broadway @ F St,42.33693,-71.047877
287,Dorchester St @ Mercer St,42.333763,-71.049134
286,E 8th St @ Dorchester St,42.332782,-71.050957
48,Dorchester St @ W 6th St,42.334118,-71.048751
19,Dorchester St @ Old Harbor St,42.334495,-71.047576
47,Dorchester St @ W 5th St,42.334588,-71.04774
158,442 W Broadway,42.336218,-71.046724
46,Dorchester St @ Broadway,42.335457,-71.045901
156,W Broadway @ F St,42.336663,-71.047645
50,Dorchester St @ Old Colony Ave,42.331696,-71.053061
25800,E 8th St @ Mercer St,42.33154,-71.049154
30287,W 6th S @ Dorchester St,42.334168,-71.048924
16,Dorchester St @ Old Colony Ave,42.331629,-71.052919
285,E 8th St @ Mercer St,42.331495,-71.048888
12891,Pearl St @ High St,42.355395,-71.054079
2116,Purchase St @ Pearl St,42.354588,-71.053278
6550,Lincoln St @ Beach St,42.350963,-71.058458
888,Summer St @ Melcher St,42.350437,-71.050865
891,Summer St opp Melcher St,42.350545,-71.050865
218,Congress St @ Sleeper St,42.351593,-71.050343
222,Atlantic Ave @ Seaport Blvd.,42.354896,-71.051128
30203,Congress St opp Hanover St,42.361096,-71.057627
70025,Haymarket - Orange Line Outbound,42.363021,-71.05829
117,Congress St @ Haymarket Sta,42.361847,-71.057724
92391,677 Huntington Ave,42.335111,-71.102717
1360,Tremont St @ Saint Alphonsus St,42.33303,-71.101383
1320,Tremont St @ Saint Alphonsus St,42.332857,-71.101262
91391,Huntington Ave @ Longwood Ave,42.336046,-71.100251
11780,Ave Louis Pasteur @ Longwood Ave,42.338443,-71.102234
21317,Huntington Ave @ Wigglesworth St,42.334833,-71.102701
11802,Ave Louis Pasteur @ Longwood Ave,42.338487,-71.102344
11148,Malcolm X Blvd @ Madison Park HS,42.331139,-71.090062
1143,Centre St @ Linwood St,42.328574,-71.094998
1224,Tremont St opp Prentiss St,42.332706,-71.092343
1258,Tremont St @ Roxbury Crossing Station,42.331397,-71.095451
1142,Centre St @ Cedar St,42.327778,-71.095518
1173,Washington St opp Cedar St,42.324102,-71.088808
1172,Washington St @ Dale St,42.323294,-71.089573
395,Warren St @ Whiting St,42.323909,-71.082602
1339,Walnut Ave @ St Richard St,42.323534,-71.084009
1341,Walnut Ave @ Rockland St,42.322356,-71.085003
